form,action,utterance_number,en,ne
generic_actions,action_attach_file,1,No files were attached. Please select files using the attachment button first.,कुनै फाइलहरू संलग्न गरिएको छैन। कृपया पहिले एट्याचमेन्ट बटन प्रयोग गरेर फाइलहरू छान्नुहोस्।
generic_actions,action_attach_file,2,Thank you. Your file '{file_name}' has been successfully attached to your grievance.,धन्यवाद। तपाईंको फाइल '{file_name}' सफलतापूर्वक तपाईंको गुनासोमा संलग्न गरिएको छ।
generic_actions,action_attach_file,3,Please file a grievance first before attaching files.,कृपया फाइलहरू संलग्न गर्नु अघि गुनासो दर्ता गर्नुहोस्।
generic_actions,action_attach_file,4,Thank you. Your {count} files ({files}) have been successfully attached to your grievance.,धन्यवाद। तपाईंका {count} फाइलहरू ({files}) सफलतापूर्वक तपाईंको गुनासोमा संलग्न गरिएको छन्।
generic_actions,action_attach_file,5,You can now attach files to your grievance using the attachment button.,अब तपाईं एट्याचमेन्ट बटन प्रयोग गरेर आफ्नो गुनासोमा फाइलहरू संलग्न गर्न सक्नुहुन्छ।
generic_actions,action_clean_window_options,1,Your grievance is completed. You can close the browser tab or session.,तपाईंको गुनासो पूरा हुन गरियो। तपाईं ब्राउजर टैब वा सत्र बन्द गर्न सक्नुहुन्छ।
generic_actions,action_question_attach_files,1,"In order to attach files, please click the attachment button.","फाइलहरू संलग्न गर्न चाहनुहुन्छ भने, कृपया एट्याचमेन्ट बटन प्रयोग गर्नुहोस्।"
form_otp,action_ask_otp_consent,1,"Do you want to verify your phone number so we can safely contact you? If you don't confirm the number, we will keep it for reference but will not contact you.","के तपाईं आफ्नो फोन नम्बर सत्यापन गर्न चाहनुहुन्छ? यदि तपाईं सत्यापन गर्न चाहनुहुन्न भने, हामी नम्बर सन्दर्भको लागि राख्छौं तर तपाईंलाई सम्पर्क गर्ने छैनौं।"
form_otp,action_ask_otp_consent,2,"You must verify your phone number to access your grievance and make changes. Without verification, you can only request a follow-up.",तपाईंको गुनासो पहुँच गर्न र परिवर्तन गर्न फोन नम्बर सत्यापन गर्नुपर्छ। सत्यापन बिना तपाईं अनुवर्तन अनुरोध मात्र गर्न सक्नुहुन्छ।
form_otp,base_validate_phone,1,"The phone number you provided is not valid. Please enter a valid 10-digit Nepali mobile number starting with 9, or type 'skip' to continue without it.","तपाईंले प्रदान गर्नुभएको फोन नम्बर मान्य छैन। कृपया ९ बाट सुरु हुने १० अङ्कको वैध नेपाली मोबाइल नम्बर प्रविष्ट गर्नुहोस्, वा बिना नम्बर अघि बढ्न 'skip' टाइप गर्नुहोस्।"
form_otp,validate_otp_input,1,OTP verified successfully,OTP सुनिश्चित गर्न गरिएको छ।
form_otp,action_ask_otp_input,1,"Your verification code is {otp_number}. 
 Please enter this code to verify your phone number.","तपाईंको प्रमाणित कोड {otp_number} हो। 
 कृपया यो कोड प्रमाणित गर्न तपाईंको फोन नम्बरमा प्रविष्ट गर्नुहोस्।"
form_otp,action_ask_otp_input,2,"-------- OTP verification ongoing --------
Please enter the 6-digit One Time Password (OTP) sent to your phone {phone_number} to verify your number.","-------- OTP सुनिश्चित गर्न गरिएको छ --------
कृपया तपाईंको फोन नम्बर {phone_number}मा पठाईएको 6-अंकीय एक बारमा प्रविष्ट गर्नुहोस्।"
form_otp,action_ask_otp_input,3,This is your {resend_count} attempt. You have {max_attempts} attempts left.,यो तपाईंको {resend_count} प्रयास हो। तपाईंलाई अब {max_attempts} प्रयास बाँचेको छ।
form_otp,action_ask_otp_input,4,"Sorry, we couldn't send the verification code.",मलाई खुशी लाग्यो कि तपाईं अपनो मन बदल्न चाहनुहुन्छ। म तपाईंलाई के मद्दत गर्न सक्छु?
form_otp,action_ask_otp_input,5,❌ Maximum resend attempts reached. Please try again later or skip verification.,❌ अधिकतम प्रयास पुनः प्रयास गर्न गरिएको छ। कृपया फेरि प्रयास गर्नुहोस् वा प्रमाणित गर्न छोड्नुहोस्।
form_otp,action_ask_otp_input,6,❌ Invalid code. Please try again or type 'resend' to get a new code.,❌ अवैध कोड। कृपया पुनः प्रयास गर्नुहोस् वा 'resend' प्रमाणित गर्न गर्नुहोस्।
form_otp,action_ask_otp_input,7,Continuing without phone verification. Your grievance details will not be sent via SMS.,"प्रमाणित गर्न छोड्नुहोस्। तपाईंको गुनासो व्यवस्थापन च्याटबटमा स्वागत छ।
म तपाईंलाई गुनासो दर्ता गर्न वा यसको स्थिति जाँच गर्न मद्दत गर्न यहाँ छु। तपाईं के गर्न चाहनुहुन्छ?"
form_sensitive_issues,action_ask_sensitive_issues_new_detail,1,"What are the details you want to add, you may add details about the location, date and time, etc.","तपाईं के विवरण थप्न चाहनुहुन्छ, तपाईं स्थान, मिति र समय विवरण थप्न सक्नुहुन्छ।"
form_sensitive_issues,action_ask_sensitive_issues_nickname,1,Do you want to provide us a nickname that we will use to contact you anonymously - you can skip if you want?,के तपाईं हामीलाई एक नाम दिन चाहनुहुन्छ जुन हामी तपाईंलाई अनामिक रूपमा सम्पर्क गर्न प्रयोग गर्न सक्नुहुन्छ?
form_sensitive_issues,action_ask_form_sensitive_issues_complainant_phone,1,Do you want to provide us your phone number so we can contact you - or skip?,के तपाईं हामीलाई आफ्नो फोन नम्बर दिन चाहनुहुन्छ जुन हामी तपाईंलाई सम्पर्क गर्न प्रयोग गर्न सक्नुहुन्छ?
form_sensitive_issues,action_outro_sensitive_issues,1,Thank you for trusting us with this sensitive information. Your grievance has been recorded and will be handled confidentially. We again recommend that you contact the One Stop Crisis Management Centre of Morang for specialized support.,यो संवेदनशील जानकारी हामीलाई विश्वास गरेर साझा गर्नुभएकोमा धन्यवाद। तपाईंको गुनासो गोप्य रूपमा दर्ता गरिएको छ र सम्बन्धित कार्यालयले यसलाई हेर्नेछ। कृपया विशेष सहयोगका लागि मोरङको वन स्टप क्राइसिस म्यानेजमेन्ट सेन्टरसँग सम्पर्क गर्न नहिच्किचाउनुहोस्।
base_form,handle_slot_extraction,1,Did you want to skip this field? I matched '{matched_word}',के तपाईं यो क्षेत्र छोड्न चाहनुहुन्छ? मलाई '{matched_word}' मिलेको छ।
form_status_check,base_validate_phone,1,"The phone number you provided is not valid. Please enter a valid 10-digit Nepali mobile number starting with 9, or type 'skip' to continue without it.","तपाईंले प्रदान गर्नुभएको फोन नम्बर मान्य छैन। कृपया ९ बाट सुरु हुने १० अङ्कको वैध नेपाली मोबाइल नम्बर प्रविष्ट गर्नुहोस्, वा बिना नम्बर अघि बढ्न 'skip' टाइप गर्नुहोस्।"
form_status_check,action_skip_status_check,1,Our bot cannot provide you with the status of your grievance. Please contact directly the officer in charge at {officer_in_charge_phone} or visit the office in person. {office_name_and_address},हामीलाई तपाईंको गुनासो स्थिति जाँच गर्न मद्दत गर्न सकिनौं। कृपया अधिकारीको फोन नम्बर {officer_in_charge_phone} वा अनुसरण गर्नु होस्। {office_name_and_address}
form_status_check,validate_form_status_check,1,We have matched your full name with the grievance ID {grievance_id},हामी तपाईंको नामलाई {grievance_id} गुनासो ID सँग मिलाउन सकिनौं
form_status_check,validate_form_status_check,2,"We have found several grievances of closed grievances, we selected the latest one {grievance_id}","हामी बहुवचन गुनासो भेट्टाउन सकिनौं, हामी अगाडिलाई चुनेको छ {grievance_id}"
form_status_check,validate_form_status_check,3,"We have found one grievance with the status {status} and one or several already closed, we selected the latest one {grievance_id}","हामी बहुवचन गुनासो भेट्टाउन सकिनौं, हामी अगाडिलाई चुनेको छ {grievance_id}"
form_status_check,validate_form_status_check,4,"We have found several grievances, we selected the latest one {grievance_id}","हामी बहुवचन गुनासो भेट्टाउन सकिनौं, हामी अगाडिलाई चुनेको छ {grievance_id}"
form_status_check,action_ask_status_check_method,1,You can retrieve your grievance by using your grievance ID or the phone number provided during the filing process.,तपाईं आफ्नो गुनासो गुनासो ID वा फोन नम्बर प्रयोग गरेर पुनः प्राप्त गर्न सक्नुहुन्छ। यो गुनासो दर्ता गर्न दुई तरिका छ।
form_status_check,action_ask_status_check_list_grievance_id,1,"Please provide your grievance ID? Alternatively, you can exit by skipping or search by phone number instead.",कृपया तपाईंको गुनासो ID प्रदान गर्नुहोस्? वा अर्को तरिका छोड्न वा फोन नम्बर सेव्नु सक्नुहुन्छ।
form_status_check,action_ask_status_check_list_grievance_id,2,We cannot find any grievance associated with this grievance ID. You can try providing another ID or choose to search by phone number or skip to exit,हामी यो गुनासो IDसँग कुनै गुनासो भेट्टाउन सकिनौं। तपाईं अर्को ID प्रदान गर्न सक्नुहुन्छ वा फोन नम्बर सेव्नु चुन्न वा छोड्न बाहिर निस्क्न सक्नुहुन्छ
form_status_check,action_ask_form_status_check_1_complainant_phone,1,Please provide the phone number associated with your grievance - it should start by 9 and be 10 digits long,कृपया तपाईंको फोन नम्बर प्रदान गर्नुहोस् - यो 9 देखि सुरु हुनुपर्छ र 10 अंकको हुनुपर्छ
form_status_check,action_ask_form_status_check_1_complainant_phone,2,The number you provided is not valid. Please provide a valid number - it should start by 9 and be 10 digits long,कृपया तपाईंको फोन नम्बर प्रदान गर्नुहोस् - यो 9 देखि सुरु हुनुपर्छ र 10 अंकको हुनुपर्छ
form_status_check,action_ask_form_status_check_1_complainant_phone,3,We cannot find any grievance associated with this phone number. You can try providing another number or skip to exit,हामी यो फोन नम्बरसँग कुनै गुनासो भेट्टाउन सकिनौं। तपाईं अर्को नम्बर प्रदान गर्न सक्नुहुन्छ वा छोड्न बाहिर निस्क्न सक्नुहुन्छ
form_status_check,action_ask_status_check_complainant_full_name,1,"We have found multiple grievances associated with this phone number. Please provide your full name - you will have better chance of matching if you provide your full name with first name, middle name and last name?","हामी यो फोन नम्बरसँग बहुवचन गुनासो भेट्टाउन सकिनौं। कृपया तपाईंको पूरा नाम प्रदान गर्नुहोस् - तपाईं अगाडि मिल्ने अधिक अधिक हुन्छ यदि तपाईं आफ्नो नाम प्रथम नाम, मध्य नाम र अन्तिम नाम प्रदान गर्नुहुन्छ?"
form_status_check,action_ask_status_check_complainant_full_name,2,We didn't find any grievance associated with your full name. Please provide your complete full name again?,हामी तपाईंको पूरा नामसँग कुनै गुनासो भेट्टाउन सकिनौं। कृपया तपाईंको पूरा नाम पुनः प्रदान गर्नुहोस्?
form_status_check,action_ask_status_check_complainant_full_name_validation_required,1,"Please provide your full name - you will have better chance of matching if you provide your full name with first name, middle name and last name?","कृपया तपाईंको पूरा नाम प्रदान गर्नुहोस् - तपाईं अगाडि मिल्ने अधिक अधिक हुन्छ यदि तपाईं आफ्नो नाम प्रथम नाम, मध्य नाम र अन्तिम नाम प्रदान गर्नुहुन्छ?"
form_status_check,action_ask_form_status_check_skip_valid_province_and_district,1,"We will ask you questions about your location, so we can provide you the contact information of the officer in charge of your grievance.","हामी तपाईंको स्थानको बारेमा प्रश्न प्रदान गर्नेछौं, तसर्थ हामी तपाईंको गुनासोको लागि अधिकारीको सम्पर्क जानकारी प्रदान गर्न सक्नुहुन्छ।"
form_status_check,action_ask_form_status_check_skip_valid_province_and_district,2,"Are you in {province}, {district}?","के {province}, {district} मा हुनुहुन्छ?"
form_status_check,action_ask_form_status_check_skip_valid_province_and_district,3,Are you in {province}?,के {province} मा हुनुहुन्छ?
form_status_check,action_ask_form_status_check_skip_valid_province_and_district,4,Are you in {district}?,के {district} मा हुनुहुन्छ?
form_status_check,action_ask_form_status_check_skip_complainant_province,1,Please provide your province name or Skip,कृपया आफ्नो प्रदेशको नाम प्रदान गर्नुहोस् वा छोड्न स्किप गर्नुहोस्
form_status_check,action_ask_form_status_check_skip_complainant_district,1,Please provide your district name or Skip,कृपया आफ्नो जिल्लाको नाम प्रदान गर्नुहोस् वा छोड्न स्किप गर्नुहोस्
form_status_check,action_ask_form_status_check_skip_complainant_municipality_temp,1,"Please enter a valid municipality name in {district}, {province} (at least 3 characters) or Skip to skip","कृपया {district}, {province} मा वैध नगरपालिका नाम प्रविष्ट गर्नुहोस् (कम्तिमा 3 अक्षर) वा छोड्न स्किप गर्नुहोस्"
form_status_check,action_ask_form_status_check_skip_complainant_municipality_confirmed,1,Is {validated_municipality} your correct municipality?,के {validated_municipality} तपाईंको सही नगरपालिका हो?
form_status_check,action_ask_status_check_grievance_id_selected,1,Please enter the last 6 characters of the grievance ID without the dash like this: JH7707,कृपया गुनासो IDको अन्तिम 6 अक्षर प्रविष्ट गर्नुहोस् डैश छोड्नु होला
form_status_check,action_ask_status_check_grievance_id_selected,2,You have not provided enough characters. Please enter the last 6 characters of the grievance ID without the dash like this: JH7707,कृपया गुनासो IDको अन्तिम 6 अक्षर प्रविष्ट गर्नुहोस् डैश सहित
form_status_check,action_ask_status_check_grievance_id_selected,3,We have not found any grievance with that ID. Please try again or choose to search by phone number instead or skip to exit.,कृपया गुनासो IDको अन्तिम 6 अक्षर प्रविष्ट गर्नुहोस् डैश सहित यो जैसे: JH7707। तपाईं छोड्न बाहिर निस्क्न सक्नुहुन्छ वा फोन नम्बर सेव्नु चुन्न सक्नुहुन्छ
form_status_check,action_ask_status_check_grievance_id_selected,4,Select any of the grievances if you want to check or amend the details,"यदि तपाईं विवरण जाँच वा सम्पादन गर्न चाहनुहुन्छ भने, कृपया कुनै एक गुनासो चुन्नुहोस्"
form_status_check,action_ask_status_check_grievance_id_selected,5,"We have not found any grievance, do you want to try again?",हामी कुनै गुनासो भेट्टाउन सकिनौं। के तपाईं पुनः प्रयास गर्न चाहनुहुन्छ?
form_status_check,action_status_check_request_follow_up,1,We have received your request for follow up.,हामी तपाईंको फलोअप अनुरोध ग्रहण गरेको छौं।
form_status_check,action_status_check_request_follow_up,2,Our officer will follow up on your grievance (ID: {grievance_id}) and contact you shortly on this number: {complainant_phone}.,हामीको कर्मचारी तपाईंको गुनासो (ID: {grievance_id}) को फलोअप गर्नेछ र तपाईंको लागि यो नम्बरमा जस्तै सम्पर्क गर्नेछ: {complainant_phone}।
form_status_check,action_status_check_request_follow_up,3,"We do not have a phone number for this grievance, so we cannot send you a follow-up by SMS. You can add or update your contact details and try again.","हामीसँग यो गुनासोको लागि फोन नम्बर छैन, त्यसैले हामी एसएमएस द्वारा फलोअप पठाउन सक्दैनौं। तपाईंले सम्पर्क विवरण थप्न वा अपडेट गर्न सक्नुहुन्छ र पुन: प्रयास गर्न सक्नुहुन्छ।"
form_status_check,action_status_check_request_follow_up,4,The phone number we have has not been verified yet. Please verify your number first so we can contact you for follow-up.,हामीसँग भएको फोन नम्बर अहिले सम्म सत्यापन भएको छैन। कृपया पहिले तपाईंको नम्बर सत्यापन गर्नुहोस् ताकि हामी फलोअपको लागि तपाईंलाई सम्पर्क गर्न सकौं।
form_status_check,action_status_check_modify_grievance,1,"You can add documents, add more to your grievance text, or fill in contact or location details you skipped. What would you like to do?","तपाईंले कागजात थप्न सक्नुहुन्छ, गुनासोको लेख थप्न सक्नुहुन्छ, वा छोडेको सम्पर्क वा ठेगाना भर्न सक्नुहुन्छ। तपाईं के गर्न चाहनुहुन्छ?"
form_status_check,action_skip_status_check_outro,1,"To get more information about your grievance, please contact our nearest office:","तपाईंको गुनासोको लागि अधिक जानकारी प्राप्त गर्न, कृपया हाम्रो सबैभन्दा निर्धारित कार्यालयमा सम्पर्क गर्नुहोस्:"
form_status_check,action_skip_status_check_outro,2,Name: {office_name},नाम: {office_name}
form_status_check,action_skip_status_check_outro,3,Address: {office_address},ठेगाना: {office_address}
form_status_check,action_skip_status_check_outro,4,Phone Number: {office_phone},फोन नम्बर: {office_phone}
form_status_check,action_skip_status_check_outro,5,PIC Name: {office_pic_name},पिए नाम: {office_pic_name}
form_status_check,action_skip_status_check_outro,6,Thank you for contacting us. We will get back to you soon.,तपाईंको सम्पर्क गर्नुभएकोमा धन्यवाद. हामी थिच्ने छौं।
form_status_check,action_skip_status_check_outro,7,You have not provided any location information. We cannot provide you the contact information of the officer in charge of your grievance. You can restart the conversation or end the conversation and walk into the nearest KL-road office.,तपाईंले कुनै स्थान जानकारी प्रदान गरिएन। हामी तपाईंको गुनासोको लागि कुनै अधिकारी भेट्टाउन सकिनौं। कृपया पुनः प्रयास गर्नुहोस् वा बाहिर निस्क्नुहोस् र सबैभन्दा निर्धारित कार्यालयमा जानुहोस्।
form_modify_contact,action_ask_form_modify_contact_complainant_phone,1,Please provide your phone number for this grievance. You can skip to move to the next field or click I'm done when finished.,कृपया यो गुनासोको लागि तपाईंको फोन नम्बर प्रदान गर्नुहोस्। तपाईं अर्को क्षेत्रमा जान छोड्न सक्नुहुन्छ वा समाप्त भएपछि म समाप्त गर्छु क्लिक गर्न सक्नुहुन्छ।
form_modify_contact,utterance_all_contact_complete,1,All contact and location info is already complete.,सम्पर्क र स्थान जानकारी पहिले नै पूर्ण छ।
form_modify_contact,action_ask_modify_missing_field,1,Please provide {field_label}. You can skip to move to the next field or click I'm done when finished.,कृपया {field_label} प्रदान गर्नुहोस्। तपाईं अर्को क्षेत्रमा जान छोड्न सक्नुहुन्छ वा समाप्त भएपछि म समाप्त गर्छु क्लिक गर्न सक्नुहुन्छ।
form_modify_grievance,action_ask_modify_follow_up_answer,1,Please answer the following question about your grievance: {question},कृपया तपाईंको गुनासोको बारेमा निम्न प्रश्नको उत्तर दिनुहोस्: {question}
form_modify_grievance,action_ask_modify_grievance_new_detail,1,"Add more details to your grievance. You can type your additional information below, or use the buttons to save or cancel.",तपाईंको गुनासोमा थप विवरण थप्नुहोस्। तपाईं तल अतिरिक्त जानकारी टाइप गर्न सक्नुहुन्छ वा बटन प्रयोग गरेर बचत गर्न वा रद्द गर्न सक्नुहुन्छ।
form_modify_grievance,action_ask_modify_grievance_new_detail,2,Your text has been added. Add more details below or save and continue.,तपाईंको पाठ थपिएको छ। तल थप विवरण थप्नुहोस् वा बचत गर्नुहोस् र जारी राख्नुहोस्।
check_status,action_choose_retrieval_method,1,How would you like to retrieve your grievance?,तपाईं आफ्नो गुनासो कसरी पुनः प्राप्त गर्न चाहनुहुन्छ?
check_status,action_display_grievance,1,"Sorry, I couldn't find any grievance with that ID.","माफ गर्नुहोस्, म त्यो ID सँग कुनै गुनासो भेट्टाउन सकिन।"
check_status,action_display_grievance,2,No grievances found for this phone number.,यो फोन नम्बरको लागि कुनै गुनासो भेट्टाउन सकिएन।
check_status,action_display_grievance,3,"Sorry, I need either a grievance ID or phone number to retrieve details.","माफ गर्नुहोस्, मलाई विवरण पुनः प्राप्त गर्न गुनासो ID वा फोन नम्बर चाहिन्छ।"
check_status,action_display_grievance,4,Found {count} grievances:,{count} वटा गुनासो भेट्टाउन सकिएन:
check_status,action_display_grievance,5,Which grievance would you like to check?,तपाईं कुन गुनासो जाँच गर्न चाहनुहुन्छ?
check_status,action_display_grievance,6,Would you like to check the detailed status?,के तपाईं विस्तृत स्थिति जाँच गर्न चाहनुहुन्छ?
check_status,action_check_status,1,"Sorry, I couldn't determine which grievance to check.","माफ गर्नुहोस्, म कुन गुनासो जाँच गर्ने निर्धारण गर्न सकिन।"
check_status,action_check_status,2,"Sorry, I couldn't retrieve the status history at this moment.","माफ गर्नुहोस्, म यो समयमा स्थिति इतिहास पुनः प्राप्त गर्न सकिन।"
check_status,action_check_status,3,Would you like to see the full status history?,के तपाईं पूर्ण स्थिति इतिहास हेर्न चाहनुहुन्छ?
check_status,action_show_status_history,1,"Sorry, I couldn't determine which grievance to show history for.","माफ गर्नुहोस्, म कुन गुनासोको लागि इतिहास देखाउने निर्धारण गर्न सकिन।"
check_status,action_show_status_history,2,No status history found for this grievance.,यो गुनासोको लागि कुनै स्थिति इतिहास भेट्टाउन सकिएन।
check_status,action_show_status_history,3,What would you like to do next?,तपाईं अब के गर्न चाहनुहुन्छ?
check_status,validate_grievance_id_form,1,We have found your grievance with ID: {grievance_id},हामीलाई तपाईंको गुनासो भेट्टाउने ID: {grievance_id} भेटिन्छ।
check_status,validate_grievance_id_form,2,"Sorry, we couldn't find a grievance with that ID in our system. Please check the ID and try again.","माफ गर्नुहोस्, हामीले यो ID सँग कुनै गुनासो फेला पार्न सकेनौं। कृपया ID जाँच गर्नुहोस् र फेरि प्रयास गर्नुहोस्।"
check_status,validate_grievance_id_form,3,Please enter a valid grievance ID. The ID cannot be empty.,कृपया वैध गुनासो ID प्रविष्ट गर्नुहोस्। ID खाली हुन सक्दैन।
check_status,validate_grievance_id_form,4,The grievance ID must start with 'GR' followed by numbers and letters. Please check the format and try again.,गुनासो ID 'GR' सँग सुरु हुनुपर्छ र त्यसपछि नम्बर र अक्षरहरू आउनुपर्छ। कृपया ढाँचा जाँच गर्नुहोस् र फेरि प्रयास गर्नुहोस्।
check_status,action_ask_grievance_id_form_grievance_id,1,Please enter a valid grievance ID starting with 'GR'.,कृपया 'GR' शुरु गर्ने एक वैध गुनासो ID प्रविष्ट गर्नुहोस्।
file_server,upload_files,1,No grievance_id provided,गुनासो ID प्रदान गरिएन
file_server,upload_files,2,Please complete your grievance details before attaching files,कृपया गुनासो विवरण पूरा गर्न पहिले फाइलहरू अपलोड गर्नुहोस्
file_server,upload_files,3,No files provided,कुनै फाइल प्रदान गरिएन
file_server,upload_files,4,No files selected,कुनै फाइल चयन गरिएन
file_server,upload_files,5,This type of file is not allowed. Please upload a different file.,यो प्रकारको फाइल अनुमति भेटिन्छ नैन। कृपया अर्को फाइल अपलोड गर्नुहोस्।
file_server,upload_files,6,There was a problem uploading your files. Please try again.,फाइलहरू अपलोड गर्दा समस्या भयो। कृपया पुन: प्रयास गर्नुहोस्।
file_server,get_files,1,Internal server error,आंतरिक सर्वर त्रुटि
file_server,download_files,1,File not found,फाइल भेटिन्छ नैन
file_server,download_files,2,Internal server error,आंतरिक सर्वर त्रुटि
rest_webchat_file_upload,post_upload,1,Files uploaded. You can add more files or go back to the chat.,फाइलहरू अपलोड गरियो। तपाईं थप फाइलहरू थप्न सक्नुहुन्छ वा च्याटमा फर्कन सक्नुहुन्छ।
rest_webchat_file_upload,post_upload,2,Your files are uploaded. Here's where we left off.,तपाईंको फाइलहरू सेव भयो। यहाँ हामी रोक्यौ।
rest_webchat_file_upload,post_upload,3,One or more files could not be saved. You can try adding files again or go back to the chat.,एक वा बढी फाइलहरू सेव गर्न सकिएन। तपाईं फाइलहरू फेरि थप्न प्रयास गर्न सक्नुहुन्छ वा च्याटमा फर्कन सक्नुहुन्छ।
